description,proteins,fats,carbohydrates,calories,answer
octopus (alaska native),12.3,0.8,0.0,56.0,"{""proteins"": 12.3, ""fats"": 0.8, ""carbohydrates"": 0.0, ""calories"": 56.0}"
seal bearded (oogruk) meat dried (alaska native),82.6,2.3,0.0,351.0,"{""proteins"": 82.6, ""fats"": 2.3, ""carbohydrates"": 0.0, ""calories"": 351.0}"
seal bearded (oogruk) meat raw (alaska native),26.7,0.4,0.0,110.0,"{""proteins"": 26.7, ""fats"": 0.4, ""carbohydrates"": 0.0, ""calories"": 110.0}"
oil bearded seal (oogruk) (alaska native),0.56,99.6,0.0,899.0,"{""proteins"": 0.56, ""fats"": 99.6, ""carbohydrates"": 0.0, ""calories"": 899.0}"
oopah (tunicate) whole animal (alaska native),11.7,2.2,0.0,67.0,"{""proteins"": 11.7, ""fats"": 2.2, ""carbohydrates"": 0.0, ""calories"": 67.0}"
owl horned flesh raw (alaska native),22.7,5.0,0.0,136.0,"{""proteins"": 22.7, ""fats"": 5.0, ""carbohydrates"": 0.0, ""calories"": 136.0}"
fish pike northern liver (alaska native),16.6,8.0,4.3,156.0,"{""proteins"": 16.6, ""fats"": 8.0, ""carbohydrates"": 4.3, ""calories"": 156.0}"
rhubarb wild leaves (alaska native),4.2,0.5,9.9,61.0,"{""proteins"": 4.2, ""fats"": 0.5, ""carbohydrates"": 9.9, ""calories"": 61.0}"
fish salmon tipnuk fermented (alaska native),15.9,10.6,0.0,159.0,"{""proteins"": 15.9, ""fats"": 10.6, ""carbohydrates"": 0.0, ""calories"": 159.0}"
fish salmon king chinook kippered canned (alaska native),30.7,15.9,0.0,266.0,"{""proteins"": 30.7, ""fats"": 15.9, ""carbohydrates"": 0.0, ""calories"": 266.0}"
fish salmon king chinook smoked and canned (alaska native),23.2,5.9,0.0,150.0,"{""proteins"": 23.2, ""fats"": 5.9, ""carbohydrates"": 0.0, ""calories"": 150.0}"
fish salmon king chinook smoked brined (alaska native),39.9,30.0,0.0,430.0,"{""proteins"": 39.9, ""fats"": 30.0, ""carbohydrates"": 0.0, ""calories"": 430.0}"
fish salmon king chinook liver (alaska native),16.6,8.0,4.3,156.0,"{""proteins"": 16.6, ""fats"": 8.0, ""carbohydrates"": 4.3, ""calories"": 156.0}"
duck scoter white-winged meat (alaska native),20.2,0.4,0.0,84.0,"{""proteins"": 20.2, ""fats"": 0.4, ""carbohydrates"": 0.0, ""calories"": 84.0}"
sea cucumber yane (alaska native),13.0,0.4,0.0,56.0,"{""proteins"": 13.0, ""fats"": 0.4, ""carbohydrates"": 0.0, ""calories"": 56.0}"
seal ringed meat (alaska native),28.4,3.2,0.0,142.0,"{""proteins"": 28.4, ""fats"": 3.2, ""carbohydrates"": 0.0, ""calories"": 142.0}"
seal ringed liver (alaska native),18.6,3.3,2.9,116.0,"{""proteins"": 18.6, ""fats"": 3.3, ""carbohydrates"": 2.9, ""calories"": 116.0}"
soup fish homemade (alaska native),7.4,2.2,5.6,72.0,"{""proteins"": 7.4, ""fats"": 2.2, ""carbohydrates"": 5.6, ""calories"": 72.0}"
sourdock young leaves (alaska native),2.3,0.7,6.5,42.0,"{""proteins"": 2.3, ""fats"": 0.7, ""carbohydrates"": 6.5, ""calories"": 42.0}"
squirrel ground meat (alaska native),19.3,3.8,0.0,111.0,"{""proteins"": 19.3, ""fats"": 3.8, ""carbohydrates"": 0.0, ""calories"": 111.0}"
tea tundra herb and laborador combination (alaska native),0.0,0.0,0.2,1.0,"{""proteins"": 0.0, ""fats"": 0.0, ""carbohydrates"": 0.2, ""calories"": 1.0}"
walrus meat dried (alaska native),57.0,2.6,0.0,251.0,"{""proteins"": 57.0, ""fats"": 2.6, ""carbohydrates"": 0.0, ""calories"": 251.0}"
deer (venison) sitka raw (alaska native),21.5,2.66,0.0,116.0,"{""proteins"": 21.5, ""fats"": 2.66, ""carbohydrates"": 0.0, ""calories"": 116.0}"
walrus meat raw (alaska native),19.2,13.6,0.0,199.0,"{""proteins"": 19.2, ""fats"": 13.6, ""carbohydrates"": 0.0, ""calories"": 199.0}"
walrus meat and subcutaneous fat raw (alaska native),16.3,24.1,0.0,282.0,"{""proteins"": 16.3, ""fats"": 24.1, ""carbohydrates"": 0.0, ""calories"": 282.0}"
walrus liver raw (alaska native),21.0,3.0,3.5,125.0,"{""proteins"": 21.0, ""fats"": 3.0, ""carbohydrates"": 3.5, ""calories"": 125.0}"
oil walrus (alaska native),0.0,100.0,0.0,900.0,"{""proteins"": 0.0, ""fats"": 100.0, ""carbohydrates"": 0.0, ""calories"": 900.0}"
whale bowhead subcutaneous fat (blubber) (alaska native),0.4,96.5,0.0,870.0,"{""proteins"": 0.4, ""fats"": 96.5, ""carbohydrates"": 0.0, ""calories"": 870.0}"
whale bowhead skin and subcutaneous fat (muktuk) (alaska native),12.6,46.1,0.0,465.0,"{""proteins"": 12.6, ""fats"": 46.1, ""carbohydrates"": 0.0, ""calories"": 465.0}"
oil whale bowhead (alaska native),0.0,100.0,0.0,900.0,"{""proteins"": 0.0, ""fats"": 100.0, ""carbohydrates"": 0.0, ""calories"": 900.0}"
fish whitefish broad liver (alaska native),11.0,4.4,5.1,104.0,"{""proteins"": 11.0, ""fats"": 4.4, ""carbohydrates"": 5.1, ""calories"": 104.0}"
fish whitefish mixed species raw (alaska native),18.9,6.1,0.0,131.0,"{""proteins"": 18.9, ""fats"": 6.1, ""carbohydrates"": 0.0, ""calories"": 131.0}"
fish whitefish broad head eyes cheeks and soft bones (alaska native),18.6,3.6,0.0,107.0,"{""proteins"": 18.6, ""fats"": 3.6, ""carbohydrates"": 0.0, ""calories"": 107.0}"
willow leaves in oil (alaska native),2.6,61.0,8.1,592.0,"{""proteins"": 2.6, ""fats"": 61.0, ""carbohydrates"": 8.1, ""calories"": 592.0}"
willow young leaves chopped (alaska native),6.1,1.6,20.7,122.0,"{""proteins"": 6.1, ""fats"": 1.6, ""carbohydrates"": 20.7, ""calories"": 122.0}"
mush blue corn with ash (navajo),0.66,0.49,11.74,54.0,"{""proteins"": 0.66, ""fats"": 0.49, ""carbohydrates"": 11.74, ""calories"": 54.0}"
cornmeal blue (navajo),10.4,5.44,76.93,398.0,"{""proteins"": 10.4, ""fats"": 5.44, ""carbohydrates"": 76.93, ""calories"": 398.0}"
melon banana (navajo),0.84,0.2,4.06,21.0,"{""proteins"": 0.84, ""fats"": 0.2, ""carbohydrates"": 4.06, ""calories"": 21.0}"
chilchen (red berry beverage) (navajo),0.81,0.63,8.68,44.0,"{""proteins"": 0.81, ""fats"": 0.63, ""carbohydrates"": 8.68, ""calories"": 44.0}"
corn dried (navajo),9.88,5.22,74.93,386.0,"{""proteins"": 9.88, ""fats"": 5.22, ""carbohydrates"": 74.93, ""calories"": 386.0}"
corn white steamed (navajo),9.72,5.18,75.2,386.0,"{""proteins"": 9.72, ""fats"": 5.18, ""carbohydrates"": 75.2, ""calories"": 386.0}"
cornmeal white (navajo),10.99,5.04,77.14,398.0,"{""proteins"": 10.99, ""fats"": 5.04, ""carbohydrates"": 77.14, ""calories"": 398.0}"
cornmeal yellow (navajo),9.85,5.88,72.9,384.0,"{""proteins"": 9.85, ""fats"": 5.88, ""carbohydrates"": 72.9, ""calories"": 384.0}"
squash indian raw (navajo),0.52,0.2,5.64,26.0,"{""proteins"": 0.52, ""fats"": 0.2, ""carbohydrates"": 5.64, ""calories"": 26.0}"
squash indian cooked boiled (navajo),0.31,0.15,3.22,16.0,"{""proteins"": 0.31, ""fats"": 0.15, ""carbohydrates"": 3.22, ""calories"": 16.0}"
bread kneel down (navajo),4.29,2.21,39.47,195.0,"{""proteins"": 4.29, ""fats"": 2.21, ""carbohydrates"": 39.47, ""calories"": 195.0}"
mutton cooked roasted (navajo),33.43,11.09,0.08,234.0,"{""proteins"": 33.43, ""fats"": 11.09, ""carbohydrates"": 0.08, ""calories"": 234.0}"
frybread made with lard (navajo),6.69,12.22,48.26,330.0,"{""proteins"": 6.69, ""fats"": 12.22, ""carbohydrates"": 48.26, ""calories"": 330.0}"
tortilla includes plain and from mutton sandwich (navajo),7.28,0.95,49.94,237.0,"{""proteins"": 7.28, ""fats"": 0.95, ""carbohydrates"": 49.94, ""calories"": 237.0}"
stew dumpling with mutton (navajo),8.71,3.78,8.03,101.0,"{""proteins"": 8.71, ""fats"": 3.78, ""carbohydrates"": 8.03, ""calories"": 101.0}"
stew hominy with mutton (navajo),6.71,2.06,9.38,83.0,"{""proteins"": 6.71, ""fats"": 2.06, ""carbohydrates"": 9.38, ""calories"": 83.0}"
stew mutton corn squash (navajo),8.62,4.34,7.27,103.0,"{""proteins"": 8.62, ""fats"": 4.34, ""carbohydrates"": 7.27, ""calories"": 103.0}"
tamales (navajo),6.28,6.12,18.12,153.0,"{""proteins"": 6.28, ""fats"": 6.12, ""carbohydrates"": 18.12, ""calories"": 153.0}"
stew steamed corn (navajo),8.82,3.75,10.8,112.0,"{""proteins"": 8.82, ""fats"": 3.75, ""carbohydrates"": 10.8, ""calories"": 112.0}"
fish halibut raw with skin (alaska native),20.53,2.92,1.81,116.0,"{""proteins"": 20.53, ""fats"": 2.92, ""carbohydrates"": 1.81, ""calories"": 116.0}"
fish salmon coho (silver) raw (alaska native),22.56,5.57,0.0,140.0,"{""proteins"": 22.56, ""fats"": 5.57, ""carbohydrates"": 0.0, ""calories"": 140.0}"
fish salmon sockeye (red) raw (alaska native),21.94,7.28,0.0,153.0,"{""proteins"": 21.94, ""fats"": 7.28, ""carbohydrates"": 0.0, ""calories"": 153.0}"
fish salmon chum raw (alaska native),20.69,3.67,0.0,116.0,"{""proteins"": 20.69, ""fats"": 3.67, ""carbohydrates"": 0.0, ""calories"": 116.0}"
fish salmon king (chinook) raw (alaska native),20.25,11.73,0.0,187.0,"{""proteins"": 20.25, ""fats"": 11.73, ""carbohydrates"": 0.0, ""calories"": 187.0}"
salmonberries raw (alaska native),0.85,0.33,10.05,47.0,"{""proteins"": 0.85, ""fats"": 0.33, ""carbohydrates"": 10.05, ""calories"": 47.0}"
blueberries wild raw (alaska native),1.22,0.76,12.31,61.0,"{""proteins"": 1.22, ""fats"": 0.76, ""carbohydrates"": 12.31, ""calories"": 61.0}"
oil spotted seal (alaska native),0.0,99.32,0.0,894.0,"{""proteins"": 0.0, ""fats"": 99.32, ""carbohydrates"": 0.0, ""calories"": 894.0}"
fish salmon red canned bones removed (alaska native),27.31,5.76,0.0,161.0,"{""proteins"": 27.31, ""fats"": 5.76, ""carbohydrates"": 0.0, ""calories"": 161.0}"
fish whitefish eggs (alaska native),14.66,2.88,4.89,104.0,"{""proteins"": 14.66, ""fats"": 2.88, ""carbohydrates"": 4.89, ""calories"": 104.0}"
caribou rump meat half dried (alaska native),52.06,5.23,0.0,255.0,"{""proteins"": 52.06, ""fats"": 5.23, ""carbohydrates"": 0.0, ""calories"": 255.0}"
caribou shoulder meat dried (alaska native),59.38,3.67,0.0,271.0,"{""proteins"": 59.38, ""fats"": 3.67, ""carbohydrates"": 0.0, ""calories"": 271.0}"
caribou hind quarter meat raw (alaska native),22.63,3.37,0.0,122.0,"{""proteins"": 22.63, ""fats"": 3.37, ""carbohydrates"": 0.0, ""calories"": 122.0}"
seal bearded (oogruk) meat dried in oil (alaska native),35.31,25.08,0.0,367.0,"{""proteins"": 35.31, ""fats"": 25.08, ""carbohydrates"": 0.0, ""calories"": 367.0}"
fish whitefish dried (alaska native),62.44,13.44,0.0,371.0,"{""proteins"": 62.44, ""fats"": 13.44, ""carbohydrates"": 0.0, ""calories"": 371.0}"
fish salmon red (sockeye) canned smoked (alaska native),35.19,7.26,0.0,206.0,"{""proteins"": 35.19, ""fats"": 7.26, ""carbohydrates"": 0.0, ""calories"": 206.0}"
fish salmon red (sockeye) kippered (alaska native),24.5,4.75,0.0,141.0,"{""proteins"": 24.5, ""fats"": 4.75, ""carbohydrates"": 0.0, ""calories"": 141.0}"
fish salmon king with skin kippered (alaska native),23.19,12.95,0.0,209.0,"{""proteins"": 23.19, ""fats"": 12.95, ""carbohydrates"": 0.0, ""calories"": 209.0}"
fish sheefish raw (alaska native),22.25,2.84,0.0,115.0,"{""proteins"": 22.25, ""fats"": 2.84, ""carbohydrates"": 0.0, ""calories"": 115.0}"
seal bearded (oogruk) meat low quadrant raw (alaska native),23.63,10.17,0.0,186.0,"{""proteins"": 23.63, ""fats"": 10.17, ""carbohydrates"": 0.0, ""calories"": 186.0}"
fish salmon chum dried (alaska native),62.09,14.38,0.0,378.0,"{""proteins"": 62.09, ""fats"": 14.38, ""carbohydrates"": 0.0, ""calories"": 378.0}"
elk free range ground cooked patties (shoshone bannock),29.45,2.8,0.0,143.0,"{""proteins"": 29.45, ""fats"": 2.8, ""carbohydrates"": 0.0, ""calories"": 143.0}"
elk free range ground raw (shoshone bannock),20.14,1.8,0.0,97.0,"{""proteins"": 20.14, ""fats"": 1.8, ""carbohydrates"": 0.0, ""calories"": 97.0}"
buffalo free range top round steak raw (shoshone bannock),21.44,1.3,0.0,97.0,"{""proteins"": 21.44, ""fats"": 1.3, ""carbohydrates"": 0.0, ""calories"": 97.0}"
seal bearded (oogruk) meat partially dried (alaska native),62.38,2.31,0.0,270.0,"{""proteins"": 62.38, ""fats"": 2.31, ""carbohydrates"": 0.0, ""calories"": 270.0}"
buffalo free range top round steak cooked (shoshone bannock),32.51,1.8,0.0,146.0,"{""proteins"": 32.51, ""fats"": 1.8, ""carbohydrates"": 0.0, ""calories"": 146.0}"
elk free range roast eye of round raw (shoshone bannock),19.74,2.1,0.0,98.0,"{""proteins"": 19.74, ""fats"": 2.1, ""carbohydrates"": 0.0, ""calories"": 98.0}"
elk free range roast eye of round cooked (shoshone bannock),30.56,2.85,0.0,148.0,"{""proteins"": 30.56, ""fats"": 2.85, ""carbohydrates"": 0.0, ""calories"": 148.0}"
chokecherries raw pitted (shoshone bannock),2.89,0.98,33.88,156.0,"{""proteins"": 2.89, ""fats"": 0.98, ""carbohydrates"": 33.88, ""calories"": 156.0}"
steelhead trout dried flesh (shoshone bannock),77.27,8.06,0.0,382.0,"{""proteins"": 77.27, ""fats"": 8.06, ""carbohydrates"": 0.0, ""calories"": 382.0}"
steelhead trout boiled canned (alaska native),21.11,8.26,0.0,159.0,"{""proteins"": 21.11, ""fats"": 8.26, ""carbohydrates"": 0.0, ""calories"": 159.0}"
acorn stew (apache),6.81,3.47,9.22,95.0,"{""proteins"": 6.81, ""fats"": 3.47, ""carbohydrates"": 9.22, ""calories"": 95.0}"
corn dried yellow (northern plains indians),14.48,10.64,66.27,419.0,"{""proteins"": 14.48, ""fats"": 10.64, ""carbohydrates"": 66.27, ""calories"": 419.0}"
smelt dried (alaska native),56.19,17.9,0.0,386.0,"{""proteins"": 56.19, ""fats"": 17.9, ""carbohydrates"": 0.0, ""calories"": 386.0}"
frybread made with lard (apache),8.38,10.14,46.01,309.0,"{""proteins"": 8.38, ""fats"": 10.14, ""carbohydrates"": 46.01, ""calories"": 309.0}"
corned beef and potatoes in tortilla (apache),7.91,8.31,29.35,224.0,"{""proteins"": 7.91, ""fats"": 8.31, ""carbohydrates"": 29.35, ""calories"": 224.0}"
tennis bread plain (apache),9.0,1.05,53.26,258.0,"{""proteins"": 9.0, ""fats"": 1.05, ""carbohydrates"": 53.26, ""calories"": 258.0}"
fish halibut cooked with skin (alaska native),22.13,2.73,0.0,113.0,"{""proteins"": 22.13, ""fats"": 2.73, ""carbohydrates"": 0.0, ""calories"": 113.0}"
salmon red (sockeye) filets with skin smoked (alaska native),60.62,11.43,0.0,345.0,"{""proteins"": 60.62, ""fats"": 11.43, ""carbohydrates"": 0.0, ""calories"": 345.0}"
agave raw (southwest),0.52,0.15,16.23,68.0,"{""proteins"": 0.52, ""fats"": 0.15, ""carbohydrates"": 16.23, ""calories"": 68.0}"
agave cooked (southwest),0.99,0.29,32.0,135.0,"{""proteins"": 0.99, ""fats"": 0.29, ""carbohydrates"": 32.0, ""calories"": 135.0}"
agave dried (southwest),1.71,0.69,81.98,341.0,"{""proteins"": 1.71, ""fats"": 0.69, ""carbohydrates"": 81.98, ""calories"": 341.0}"
cattail narrow leaf shoots (northern plains indians),1.18,0.0,5.14,25.0,"{""proteins"": 1.18, ""fats"": 0.0, ""carbohydrates"": 5.14, ""calories"": 25.0}"
lambsquarters raw (northern plains indians),4.21,0.28,6.96,47.0,"{""proteins"": 4.21, ""fats"": 0.28, ""carbohydrates"": 6.96, ""calories"": 47.0}"
lambsquarters steamed (northern plains indians),4.06,0.16,7.47,48.0,"{""proteins"": 4.06, ""fats"": 0.16, ""carbohydrates"": 7.47, ""calories"": 48.0}"
prickly pears raw (northern plains indians),0.12,0.11,10.17,42.0,"{""proteins"": 0.12, ""fats"": 0.11, ""carbohydrates"": 10.17, ""calories"": 42.0}"
prickly pears broiled (northern plains indians),0.39,0.31,21.57,91.0,"{""proteins"": 0.39, ""fats"": 0.31, ""carbohydrates"": 21.57, ""calories"": 91.0}"
prairie turnips raw (northern plains indians),2.62,0.36,35.67,156.0,"{""proteins"": 2.62, ""fats"": 0.36, ""carbohydrates"": 35.67, ""calories"": 156.0}"
prairie turnips boiled (northern plains indians),1.64,0.32,29.99,129.0,"{""proteins"": 1.64, ""fats"": 0.32, ""carbohydrates"": 29.99, ""calories"": 129.0}"
raspberries wild (northern plains indians),1.12,0.28,13.85,62.0,"{""proteins"": 1.12, ""fats"": 0.28, ""carbohydrates"": 13.85, ""calories"": 62.0}"
rose hips wild (northern plains indians),1.6,0.34,38.22,162.0,"{""proteins"": 1.6, ""fats"": 0.34, ""carbohydrates"": 38.22, ""calories"": 162.0}"
chokecherries raw pitted (northern plains indians),3.04,1.69,33.62,162.0,"{""proteins"": 3.04, ""fats"": 1.69, ""carbohydrates"": 33.62, ""calories"": 162.0}"
stinging nettles blanched (northern plains indians),2.71,0.11,7.49,42.0,"{""proteins"": 2.71, ""fats"": 0.11, ""carbohydrates"": 7.49, ""calories"": 42.0}"
plums wild (northern plains indians),0.43,0.17,21.95,91.0,"{""proteins"": 0.43, ""fats"": 0.17, ""carbohydrates"": 21.95, ""calories"": 91.0}"
pinon nuts roasted (navajo),7.41,34.08,51.06,541.0,"{""proteins"": 7.41, ""fats"": 34.08, ""carbohydrates"": 51.06, ""calories"": 541.0}"
caribou hind quarter meat cooked (alaska native),28.81,4.82,0.0,159.0,"{""proteins"": 28.81, ""fats"": 4.82, ""carbohydrates"": 0.0, ""calories"": 159.0}"
agutuk fish with shortening (alaskan ice cream) (alaska native),9.0,43.5,10.5,470.0,"{""proteins"": 9.0, ""fats"": 43.5, ""carbohydrates"": 10.5, ""calories"": 470.0}"
sea lion steller liver (alaska native),22.9,5.0,0.0,137.0,"{""proteins"": 22.9, ""fats"": 5.0, ""carbohydrates"": 0.0, ""calories"": 137.0}"
sea lion steller kidney (alaska native),18.1,1.7,1.4,93.0,"{""proteins"": 18.1, ""fats"": 1.7, ""carbohydrates"": 1.4, ""calories"": 93.0}"
sea lion steller heart (alaska native),17.0,3.3,1.0,102.0,"{""proteins"": 17.0, ""fats"": 3.3, ""carbohydrates"": 1.0, ""calories"": 102.0}"
sea lion steller meat (alaska native),25.85,1.88,0.0,120.0,"{""proteins"": 25.85, ""fats"": 1.88, ""carbohydrates"": 0.0, ""calories"": 120.0}"
sea lion steller meat with fat (alaska native),22.1,14.65,5.55,242.0,"{""proteins"": 22.1, ""fats"": 14.65, ""carbohydrates"": 5.55, ""calories"": 242.0}"
sea lion steller fat (alaska native),0.9,94.0,0.0,850.0,"{""proteins"": 0.9, ""fats"": 94.0, ""carbohydrates"": 0.0, ""calories"": 850.0}"
wocas dried seeds oregon yellow pond lily (klamath),7.9,1.07,80.02,361.0,"{""proteins"": 7.9, ""fats"": 1.07, ""carbohydrates"": 80.02, ""calories"": 361.0}"
hazelnuts beaked (northern plains indians),14.89,52.99,22.98,628.0,"{""proteins"": 14.89, ""fats"": 52.99, ""carbohydrates"": 22.98, ""calories"": 628.0}"
piki bread made from blue cornmeal (hopi),9.06,7.16,72.22,390.0,"{""proteins"": 9.06, ""fats"": 7.16, ""carbohydrates"": 72.22, ""calories"": 390.0}"
wocas tuber cooked oregon yellow pond lily (klamath),0.69,0.35,7.06,34.0,"{""proteins"": 0.69, ""fats"": 0.35, ""carbohydrates"": 7.06, ""calories"": 34.0}"
stew pinto bean and hominy badufsuki (hopi),1.42,0.54,5.38,32.0,"{""proteins"": 1.42, ""fats"": 0.54, ""carbohydrates"": 5.38, ""calories"": 32.0}"
tamales masa and pork filling (hopi),13.19,4.7,18.28,168.0,"{""proteins"": 13.19, ""fats"": 4.7, ""carbohydrates"": 18.28, ""calories"": 168.0}"
tea herbal brewed hohoysi (hopi),0.12,0.2,0.0,2.0,"{""proteins"": 0.12, ""fats"": 0.2, ""carbohydrates"": 0.0, ""calories"": 2.0}"
tortilla blue corn sakwavikaviki (hopi),7.83,1.4,58.12,276.0,"{""proteins"": 7.83, ""fats"": 1.4, ""carbohydrates"": 58.12, ""calories"": 276.0}"
bread blue corn somiviki (hopi),3.1,1.53,39.84,186.0,"{""proteins"": 3.1, ""fats"": 1.53, ""carbohydrates"": 39.84, ""calories"": 186.0}"
applebee's 9 oz house sirloin steak,26.85,9.08,0.0,189.0,"{""proteins"": 26.85, ""fats"": 9.08, ""carbohydrates"": 0.0, ""calories"": 189.0}"
applebee's double crunch shrimp,12.31,18.9,25.96,323.0,"{""proteins"": 12.31, ""fats"": 18.9, ""carbohydrates"": 25.96, ""calories"": 323.0}"
applebee's french fries,3.31,13.17,39.5,290.0,"{""proteins"": 3.31, ""fats"": 13.17, ""carbohydrates"": 39.5, ""calories"": 290.0}"
applebee's kraft macaroni & cheese from kid's menu,5.01,4.34,21.08,143.0,"{""proteins"": 5.01, ""fats"": 4.34, ""carbohydrates"": 21.08, ""calories"": 143.0}"
applebee's mozzarella sticks,14.87,18.37,22.87,316.0,"{""proteins"": 14.87, ""fats"": 18.37, ""carbohydrates"": 22.87, ""calories"": 316.0}"
applebee's chicken tenders from kids' menu,19.25,16.15,18.36,296.0,"{""proteins"": 19.25, ""fats"": 16.15, ""carbohydrates"": 18.36, ""calories"": 296.0}"
t.g.i. friday's friday's shrimp breaded,11.87,19.02,20.87,302.0,"{""proteins"": 11.87, ""fats"": 19.02, ""carbohydrates"": 20.87, ""calories"": 302.0}"
t.g.i. friday's french fries,3.74,14.82,36.9,296.0,"{""proteins"": 3.74, ""fats"": 14.82, ""carbohydrates"": 36.9, ""calories"": 296.0}"
t.g.i. friday's fried mozzarella,15.82,18.76,25.33,333.0,"{""proteins"": 15.82, ""fats"": 18.76, ""carbohydrates"": 25.33, ""calories"": 333.0}"
t.g.i. friday's macaroni & cheese from kid's menu,5.03,3.45,17.4,121.0,"{""proteins"": 5.03, ""fats"": 3.45, ""carbohydrates"": 17.4, ""calories"": 121.0}"
t.g.i. friday's chicken fingers from kids' menu,18.11,20.78,17.72,330.0,"{""proteins"": 18.11, ""fats"": 20.78, ""carbohydrates"": 17.72, ""calories"": 330.0}"
t.g.i. friday's classic sirloin steak (10 oz),31.02,7.83,0.47,196.0,"{""proteins"": 31.02, ""fats"": 7.83, ""carbohydrates"": 0.47, ""calories"": 196.0}"
restaurant family style fried mozzarella sticks,14.75,18.33,25.14,325.0,"{""proteins"": 14.75, ""fats"": 18.33, ""carbohydrates"": 25.14, ""calories"": 325.0}"
restaurant family style sirloin steak,29.8,8.48,0.0,195.0,"{""proteins"": 29.8, ""fats"": 8.48, ""carbohydrates"": 0.0, ""calories"": 195.0}"
restaurant family style french fries,3.49,14.04,37.2,289.0,"{""proteins"": 3.49, ""fats"": 14.04, ""carbohydrates"": 37.2, ""calories"": 289.0}"
